2.331382999999998873e+00,9.601119999999987442e-01,3.507310000000014583e-01,1.853699999999989245e-01,1.000000000000000000e+00
9.122160000000008040e-01,3.075659999999977856e-01,1.082740000000015357e-01,5.437299999999822830e-02,1.000000000000000000e+00
1.165694999999999482e+00,4.122939999999992722e-01,1.586549999999995464e-01,7.140599999999963643e-02,1.000000000000000000e+00
2.153470999999999691e+00,9.395030000000019754e-01,3.382949999999986801e-01,1.680680000000016605e-01,1.000000000000000000e+00
9.602889999999995041e-01,3.980290000000010764e-01,1.309150000000016689e-01,5.070299999999861029e-02,1.000000000000000000e+00
1.383686000000000860e+00,5.548690000000000566e-01,1.961610000000000298e-01,1.790930000000017230e-01,1.000000000000000000e+00
1.160039999999998628e+00,4.341860000000004050e-01,2.083820000000002892e-01,5.179299999999997794e-02,1.000000000000000000e+00
2.440203999999997819e+00,1.024332000000001131e+00,3.711059999999992698e-01,2.048590000000007905e-01,1.000000000000000000e+00
8.669380000000010966e-01,3.238090000000006796e-01,5.303499999999772285e-02,3.557299999999941065e-02,1.000000000000000000e+00
9.324109999999983245e-01,2.922080000000022437e-01,1.484749999999976922e-01,-1.059529999999995198e-01,1.000000000000000000e+00
1.641370999999999469e+00,6.735439999999996985e-01,2.538740000000014874e-01,1.139669999999988192e-01,1.000000000000000000e+00
1.571652000000000271e+00,5.736839999999965301e-01,2.165240000000032694e-01,8.016399999999990200e-02,1.000000000000000000e+00
1.386331000000001978e+00,5.813009999999998456e-01,1.978859999999968977e-01,3.044300000000177420e-02,1.000000000000000000e+00
8.216110000000007574e-01,1.956220000000001846e-01,1.055220000000005598e-01,8.722500000000010800e-02,2.000000000000000000e+00
9.004420000000017410e-01,3.019029999999993663e-01,9.948899999999838428e-02,3.204600000000112914e-02,1.000000000000000000e+00
1.019849999999998147e+00,5.750500000000080547e-02,-7.528999999999896886e-03,-5.092800000000075045e-02,1.000000000000000000e+00
9.258939999999995507e-01,2.647720000000006735e-01,1.104619999999982838e-01,2.582600000000212503e-02,1.000000000000000000e+00
1.278261000000000536e+00,4.817619999999998015e-01,1.391470000000012419e-01,7.690999999999803549e-02,1.000000000000000000e+00
1.083883000000000152e+00,3.808989999999994325e-01,1.437689999999989254e-01,-4.289899999999846614e-02,1.000000000000000000e+00
1.053001999999999327e+00,3.708010000000001583e-01,1.328109999999984581e-01,4.866900000000029536e-02,1.000000000000000000e+00
1.052101000000000397e+00,3.979590000000001737e-01,1.662539999999985696e-01,2.687900000000098544e-02,1.000000000000000000e+00
8.450179999999996028e-01,3.076380000000007442e-01,8.106300000000032924e-02,2.276599999999717738e-02,1.000000000000000000e+00
1.799869999999998527e+00,6.870040000000017244e-01,2.310870000000004865e-01,1.517830000000000013e-01,1.000000000000000000e+00
1.337116000000001748e+00,5.022819999999974527e-01,1.637360000000001037e-01,5.935099999999948750e-02,1.000000000000000000e+00
9.994849999999999568e-01,4.097939999999979932e-01,9.140600000000276282e-02,1.357339999999993552e-01,1.000000000000000000e+00
9.913440000000015573e-01,4.341070000000009088e-01,-3.223400000000253840e-02,-8.012799999999842271e-02,2.000000000000000000e+00
1.183450999999998032e+00,3.645220000000009009e-01,1.145840000000006853e-01,6.579499999999960380e-02,1.000000000000000000e+00
1.289132999999999640e+00,5.289639999999984354e-01,1.766990000000010497e-01,6.166099999999907766e-02,1.000000000000000000e+00
9.681509999999988736e-01,2.941570000000020002e-01,1.259259999999997603e-01,-7.360999999999506826e-03,1.000000000000000000e+00
8.814109999999999445e-01,1.567170000000004393e-01,8.274700000000123623e-02,3.523000000001275112e-03,1.000000000000000000e+00
1.601158000000001635e+00,5.475479999999990355e-01,7.542400000000171190e-02,5.404699999999706961e-02,1.000000000000000000e+00
1.184978999999998450e+00,4.543630000000007385e-01,1.705319999999979075e-01,4.977200000000081559e-02,1.000000000000000000e+00
1.060666000000001219e+00,4.516710000000010439e-01,2.984299999999961983e-02,-2.175199999999932743e-02,1.000000000000000000e+00
2.451154999999999973e+00,1.161251000000000033e+00,3.707240000000027180e-01,2.125929999999982556e-01,1.000000000000000000e+00
