objid,ra,dec,petroMag_i,petroMag_z,petroMag_u,petroMag_g,petroMag_r,ur,p_cs,p_el
1237648720718987552,237.454358281712,-0.425811736466827,16.03072,15.66734,19.2444,17.55865,16.55317,2.691233,0.783999979496002,0.108000002801418
1237648720718987553,237.45395464787,-0.423198842613814,17.30152,17.05254,20.48977,18.7096,17.80245,2.687325,0.441000014543533,0.352999985218048
1237655693557563879,237.525063420391,-0.590603225386827,17.41032,17.27796,19.36578,18.50169,17.76408,1.601698,0.324000000953674,0.470999985933304
1237655693557629191,237.545216021511,-0.513086588350447,15.74641,15.44792,19.32089,17.11008,16.18332,3.137566,0.870000004768372,0.119999997317791
1237655500289868800,237.532739693234,-0.458842050119029,18.27686,17.83672,24.06545,24.53745,19.14923,4.916222,0.111000001430511,0.722000002861023
1237655693557694480,237.692192424577,-0.601556950590623,16.87255,16.78632,20.05768,18.37637,17.41958,2.638098,0.409999996423721,0.409999996423721
1237655693557629321,237.614273017074,-0.592900780272307,16.7289,16.36535,19.15087,17.80274,17.10619,2.044672,0.428999990224838,0.570999979972839
1237655693557629498,237.616690941054,-0.55865482789569,17.41659,17.21121,19.30649,18.28181,17.72365,1.582838,0.414000004529953,0.414000004529953
1237655693557694795,237.721281885471,-0.520443040912468,16.73879,16.44439,20.69124,18.26263,17.2383,3.452942,0.0359999984502792,0.945999979972839
1237655500289999221,237.777861020851,-0.431095057576908,17.22256,17.00289,20.06476,18.25286,17.6063,2.458454,0.444000005722046,0.481000006198883
1237655693557694934,237.785127106723,-0.54981557531524,17.94656,17.86503,19.64531,18.6898,18.2862,1.35911,0.114000000059605,0.428999990224838
1237655693557891326,238.148187331274,-0.506065230629569,16.3766,16.12935,19.12473,17.49492,16.77559,2.349144,0.96399998664856,0.0359999984502792
1237655693557826001,238.122952460108,-0.472544131014437,17.02971,16.71178,19.89309,18.33472,17.47722,2.415871,0.0670000016689301,0.864000022411346
1237655693557891329,238.154622255904,-0.544480680568005,17.49766,17.16262,19.36643,18.1834,17.73815,1.628288,0.950999975204468,0.00800000037997961
1237655693557826089,238.130277917724,-0.627937244962224,18.19527,17.65519,20.44873,20.58959,18.81081,1.637917,0.0769999995827675,0.800000011920929
1237655693557891176,238.203410284075,-0.524923696396307,14.52146,14.32892,17.0756,15.57266,15.04365,2.031945,0.544000029563904,0.0379999987781048
1237655693557891369,238.188770225988,-0.558317932892456,15.61935,15.27825,19.22681,17.18321,16.1216,3.105204,0,0.97299998998642
1237655693557891388,238.192389317384,-0.514823456200499,17.23946,17.006,19.85319,18.40651,17.64644,2.206751,0.0949999988079071,0.762000024318695
1237655693557891392,238.196308307378,-0.501732087020007,16.17759,15.88125,18.8041,17.43111,16.61883,2.185276,0.0370000004768372,0.888999998569489
1237655693557891393,238.196839260551,-0.507180203892794,16.64786,16.23693,19.70032,18.05335,17.08108,2.619244,0.0500000007450581,0.850000023841858
1237655693558022168,238.456725780559,-0.620017416356228,18.26113,17.75259,27.09986,20.72677,18.98105,8.118807,0.0710000023245811,0.53600001335144
1237655693557956912,238.320521913996,-0.464365865953218,17.38507,17.30667,22.24456,18.09216,17.56439,4.680168,0.479999989271164,0.479999989271164
1237655693557956939,238.33742496705,-0.518016039370594,16.92554,16.59333,20.19821,18.64992,17.45028,2.747927,0.028999999165535,0.852999985218048
1237655693557956991,238.362796291519,-0.460319040780522,17.2968,16.97705,19.94566,18.29798,17.64525,2.300411,0.28600001335144,0.25
1237655693557957095,238.423913890094,-0.573011216897751,15.23347,14.89746,17.42122,16.36238,15.63229,1.788929,0.940999984741211,0
1237655693557957097,238.426746269204,-0.6201087465461,17.26545,16.96613,20.72455,18.565,17.77109,2.953459,0.300000011920929,0.550000011920929
1237655693558087891,238.590172034555,-0.623066513609989,17.13356,16.6818,20.72186,19.06422,17.68634,3.035524,0.0769999995827675,0.768999993801117
1237655693558022869,238.552401568505,-0.498920759151747,18.38334,17.91316,28.48751,21.09302,19.09039,9.39712,0.034000001847744,0.723999977111816
1237655693558153341,238.851813404181,-0.539258110167552,17.24127,17.006,19.98781,18.41543,17.70332,2.284491,0,0.437999993562698
1237655693558153619,238.833040718301,-0.616257246226618,16.52877,16.19825,19.14034,18.07187,17.00161,2.138733,0.287999987602234,0.712000012397766
1237655693558153741,238.861999269401,-0.62052057920005,16.90803,16.58164,19.84356,18.24851,17.40946,2.434101,0.34400001168251,0.46900001168251
1237668648777941094,239.198983507699,-0.487301279977772,17.08977,16.95146,20.32063,18.69949,17.69951,2.621124,0.0729999989271164,0.726999998092651
1237668648777941378,239.172409502513,-0.513913752421064,15.14784,14.82793,18.12372,16.4075,15.58278,2.540936,0.28600001335144,0.666999995708466
1237648673456455904,239.382779342383,-0.467645077965633,16.34377,15.96749,19.05233,17.55088,16.73297,2.319355,0.632000029087067,0.368000000715256
1237655549666525534,239.615600185319,-0.543006861734794,15.71725,15.29562,19.78975,17.64584,16.24884,3.540915,0.0379999987781048,0.846000015735626
1237655549666525341,239.633373263097,-0.613752124148254,16.28694,15.86392,19.87616,17.89141,16.78662,3.089539,0.230000004172325,0.699000000953674
1237655549666525599,239.52048548817,-0.575109375497401,16.67743,16.36275,19.60585,17.99402,17.14085,2.464998,0.39300000667572,0.570999979972839
1237655549666525421,239.520746978109,-0.58500600359186,17.19741,16.80293,20.48669,18.64768,17.6687,2.817986,0.0379999987781048,0.884999990463257
1237655549666525282,239.557137362441,-0.581317385260867,16.83715,16.37429,21.48875,18.626,17.30313,4.185617,0.257999986410141,0.644999980926514
1237655549666525475,239.56650264075,-0.59871153377633,16.9409,16.57679,21.84323,18.85547,17.41934,4.423891,0.0610000006854534,0.908999979496002
1237655549666525565,239.6235430394,-0.551431384299189,16.75989,16.42098,19.82183,18.13794,17.19097,2.630867,0.0399999991059303,0.740000009536743
1237668649315008771,239.679064705826,-0.44875581461589,15.17843,14.79918,18.34288,16.55626,15.62751,2.715368,0.656000018119812,0.312000006437302
1237668649315008817,239.698452411994,-0.450349065390235,15.685,15.40675,18.76665,17.00632,16.11928,2.647375,0.238000005483627,0.762000024318695
1237668649315074390,239.782332267339,-0.553079922865049,16.46253,16.18814,19.95315,17.54587,16.89512,3.058029,0.777999997138977,0.222000002861023
1237668649315074455,239.792080871254,-0.600622718950527,15.36168,15.26702,17.22558,16.20674,15.71313,1.512457,0.875,0.0829999968409538
1237648673456652659,239.886100397211,-0.423756518910729,17.14248,16.90109,20.22372,18.55861,17.63227,2.591442,0.229000002145767,0.742999970912933
1237668649315139786,240.050947201033,-0.546384549522198,17.04449,16.63663,20.60707,18.6954,17.51187,3.095207,0.0769999995827675,0.768999993801117
1237668649315139787,240.053698503504,-0.546267677651995,16.72528,16.38407,20.74231,18.25962,17.24592,3.496386,0.381999999284744,0.381999999284744
1237668649315140216,240.036392040998,-0.539188987317023,17.10321,16.94556,20.13204,18.07359,17.39721,2.734829,0.370000004768372,0.518999993801117
1237668649315205346,240.082072245361,-0.616507507921091,17.17565,17.04144,19.35998,18.11595,17.55368,1.806297,0.5,0.41100001335144
1237668649315205436,240.140941692749,-0.609282957934378,16.67451,16.26948,20.16642,18.49032,17.19561,2.970814,0.0379999987781048,0.846000015735626
1237668568247304508,240.169686380062,-0.525527453832429,16.46592,16.13592,19.64886,17.81404,16.9188,2.730057,0.25900000333786,0.74099999666214
1237668568247304786,240.185304596924,-0.568755088419327,17.3554,17.3824,19.9213,18.2107,17.6988,2.222496,0.43299999833107,0.372999995946884
1237668568247369752,240.269747405639,-0.537370363307416,16.29255,15.98079,20.18927,17.83192,16.83397,3.355305,0.654999971389771,0.344999998807907
1237668568247370051,240.358879590948,-0.511172501419866,15.69839,15.38959,18.69366,17.19242,16.23447,2.459192,0.612999975681305,0.386999994516373
1237668568247370063,240.293307569392,-0.609639791153747,16.74134,16.51168,18.81252,17.72376,17.13848,1.674044,0.726999998092651,0.241999998688698
1237668568247370040,240.306318634499,-0.586542417673117,15.87025,15.43828,19.53405,17.41864,16.41505,3.119001,0.851000010967255,0.143999993801117
1237668568247370078,240.311209031785,-0.608352567119658,17.01026,16.57966,20.39755,18.68761,17.54412,2.853428,0.0780000016093254,0.862999975681305
1237668568247370012,240.315051798142,-0.538861381149891,17.24007,16.97292,19.74403,18.14078,17.60826,2.135761,0.75,0.166999995708466
1237668649852076495,240.343322050759,-0.466977674469202,16.46172,16.21244,19.51729,17.65305,16.91294,2.604345,0.531000018119812,0.428999990224838
1237648703528305120,240.45374822351,-0.622572869297796,17.50375,17.09033,-9999,19.27068,18.09001,-10017.09,0,0.841000020503998
1237668649852207306,240.629174051272,-0.59799133304203,15.75016,15.44832,19.11175,17.15651,16.18428,2.927464,0.583999991416931,0.312000006437302
1237668649852207403,240.576072576338,-0.475687038319089,16.22293,15.85442,19.47083,17.63852,16.67459,2.796242,0.0860000029206276,0.800000011920929
1237668649852207363,240.581777321792,-0.432649435540789,15.23792,14.87956,18.29217,16.63608,15.7428,2.549361,1,0
1237668649852207640,240.607529827441,-0.619007582346378,15.92256,15.63632,18.46358,17.08737,16.36292,2.100651,0.566999971866608,0.43299999833107
1237668649852207600,240.664791081504,-0.506761438674511,15.36291,15.17809,17.56177,16.36792,15.75565,1.806122,0.620999991893768,0.172000005841255
1237668568784306748,240.666480619735,-0.452055444602139,16.66466,16.33915,19.53532,17.97758,17.11967,2.415657,0.323000013828278,0.580999970436096
1237668649852207621,240.668079193946,-0.510963503537426,17.31585,16.9212,20.78868,19.04654,17.84701,2.941666,0.181999996304512,0.455000013113022
1237668649852272973,240.691041189265,-0.570714842304712,16.63877,16.28173,20.25861,18.59991,17.19728,3.061338,0.100000001490116,0.866999983787537
1237668568784372205,240.793389584373,-0.513958066978673,16.54779,16.11695,20.16997,18.06514,16.98246,3.187504,0.061999998986721,0.882000029087067
1237668568784437543,240.877973291767,-0.437939630860358,16.65084,16.33957,19.50304,17.88293,17.07222,2.430819,0.528999984264374,0.412000000476837
1237668649852338537,240.866260058173,-0.617394971325741,17.02172,16.6592,19.99967,18.58208,17.50586,2.493814,0.211999997496605,0.697000026702881
1237668568784437849,240.892703660267,-0.596332836655072,17.15909,16.94048,19.93007,18.51578,17.63825,2.291821,0.800000011920929,0.178000003099442
1237668568784437611,240.898146584053,-0.479368012353162,16.72679,16.4121,19.07631,17.89408,17.17548,1.900829,0.595000028610229,0.381000012159348
1237668568784437679,240.911415642583,-0.516019254817014,16.92104,16.5817,19.84949,18.28313,17.3483,2.501184,0.100000001490116,0.699999988079071
1237668568784503051,240.946095008378,-0.60225814438177,16.07071,15.81238,18.84272,17.25788,16.49317,2.349556,0.75,0.231000006198883
1237668568784437728,240.970914996805,-0.497002417304123,15.72305,15.47042,19.05877,17.13392,16.18154,2.877224,0.111000001430511,0.814999997615814
1237668568784437757,240.979484663393,-0.502390951345813,16.37776,16.08047,19.67722,17.78766,16.80556,2.871655,0.0869999974966049,0.870000004768372
1237668568784437730,240.976752467961,-0.49782402132353,17.34059,17.25711,19.74433,18.51374,17.73877,2.005564,0.0970000028610229,0.773999989032745
1237668568784503152,240.990210803905,-0.621652604481005,16.68768,16.32653,21.42055,18.07361,17.10839,4.312166,0.0879999995231628,0.842000007629395
1237668650389274713,241.156364603355,-0.498409650630782,15.12934,14.89568,17.81734,16.52642,15.64259,2.174747,0.238999992609024,0.703999996185303
1237668568784503189,241.079654571376,-0.517342838582801,16.67546,16.34171,19.25273,17.90476,17.15646,2.096273,0.152999997138977,0.712000012397766
1237668568784503170,241.082712249228,-0.501574748580069,15.86871,15.6197,18.55476,17.06407,16.27239,2.282373,0.846000015735626,0.153999999165535
1237668650389275089,241.188859972859,-0.473926715938858,15.66475,15.32218,18.78326,17.00321,16.07443,2.708828,0.361000001430511,0.611000001430511
1237668650389274821,241.260873358796,-0.426642224998615,14.86014,14.50553,18.03603,16.28372,15.34348,2.692554,0.0869999974966049,0.825999975204468
1237668650389274987,241.164921775543,-0.425082282800128,17.11411,17.02513,19.51025,17.97816,17.41095,2.0993,0.958000004291534,0.0419999994337559
1237668650389340459,241.246374930608,-0.509852745482114,17.34274,16.98597,19.8086,18.35592,17.68816,2.120441,0.194000005722046,0.555999994277954
1237668650389340793,241.419684400804,-0.497733047822657,16.74106,16.36244,21.01709,18.35865,17.20151,3.81558,0.0379999987781048,0.846000015735626
1237668650389340599,241.32064262596,-0.488073232297228,16.73853,16.55405,19.04148,17.70713,17.11553,1.925945,0.833000004291534,0.133000001311302
1237668650389340741,241.363392470751,-0.5315241245364,17.23332,16.91094,20.5415,18.93854,17.73296,2.808542,0.0810000002384186,0.855000019073486
1237668650389340761,241.378771531302,-0.524281857676355,16.96212,17.01184,19.74059,18.54154,17.38492,2.355675,0.75900000333786,0.0689999982714653
1237668650389340749,241.387552443753,-0.499620410683879,16.86494,16.44855,21.4629,18.52846,17.33495,4.127947,0.0710000023245811,0.870000004768372
1237668650389406083,241.398309183717,-0.566424984744547,16.43846,16.16364,19.4391,17.85824,16.8948,2.544302,0.111000001430511,0.875
1237668650389340774,241.401473890774,-0.515267685027732,16.96704,16.7543,28.11164,18.88512,17.41819,10.69345,0.046000000089407,0.630999982357025
1237668650389406209,241.474271522144,-0.550446630724476,15.60528,15.23632,19.11365,17.07108,16.06967,3.043982,0.0480000004172325,0.913999974727631
1237668650389405933,241.519663538771,-0.56156666342325,16.4292,16.35318,20.28652,18.38104,17.06291,3.223608,0.068000003695488,0.704999983310699
1237668650389406352,241.501356257291,-0.616048893688897,16.18582,15.61503,21.24374,18.76609,17.18586,4.057882,0.0379999987781048,0.433999985456467
1237668569321505253,241.499258591685,-0.47051985129053,15.58109,15.15103,18.6158,16.96852,16.01687,2.598928,1,0
1237668569321635950,241.74397707592,-0.595645031409132,14.73935,14.40016,17.87784,16.13069,15.20243,2.675408,0.879999995231628,0.108999997377396
1237668569321636120,241.741576519679,-0.52256785781218,15.96609,15.66678,19.01611,17.24722,16.34656,2.669546,0.0820000022649765,0.84799998998642
1237668650926407987,241.821405700539,-0.482907216771444,16.70931,16.37264,19.64128,18.09122,17.11242,2.528864,0.128999993205071,0.83899998664856
1237668650926342749,241.829162677012,-0.443972124901212,16.51808,16.33948,18.75057,17.58748,16.87226,1.878307,1,0
1237668650926342753,241.841123180291,-0.428792973523989,16.63575,16.31674,19.26987,17.92896,17.09555,2.174311,0.71399998664856,0.28600001335144
1237668650926408013,241.845024330387,-0.472802608855896,16.98047,16.6043,20.33832,18.39504,17.42837,2.909946,0.0939999967813492,0.781000018119812
1237668650926408139,241.880435984799,-0.499347648984442,17.14039,16.87162,19.54218,18.35598,17.56977,1.972406,0.200000002980232,0.519999980926514
1237668650926408103,241.912274293559,-0.435570547552193,16.48117,16.11265,19.48007,18.05379,16.91932,2.560749,0.10700000077486,0.85699999332428
1237668650926408199,241.933445926631,-0.481950172457415,16.85104,16.59751,19.58154,18.15701,17.27662,2.304928,0.565999984741211,0.340000003576279
1237668650926473696,242.031259986216,-0.586986045598886,16.58151,16.21123,19.8194,18.20888,17.11204,2.707357,0.174999997019768,0.769999980926514
1237668650926538815,242.11919348087,-0.596252804416869,17.08558,17.23934,19.53086,18.24941,17.50094,2.029919,0.379999995231628,0.46000000834465
1237668650926473616,242.078106341244,-0.462616873871139,17.35875,17.15462,19.41745,18.41834,17.75551,1.66194,0.211999997496605,0.666999995708466
1237668650926539061,242.11294315908,-0.583862870412418,16.31926,15.97113,19.82738,17.82283,16.75903,3.06835,0.172000005841255,0.828000009059906
1237668569858638166,242.194017604753,-0.477483258658732,16.90172,16.81625,19.29769,17.68935,17.2299,2.067787,0.697000026702881,0.273000001907349
1237668569858638211,242.212230488512,-0.491358385824886,16.0919,15.7657,19.1833,17.51969,16.57519,2.608107,0.0820000022649765,0.836000025272369
1237668569858638234,242.232626384416,-0.471360888267081,16.46798,16.42591,18.8959,17.44536,16.8105,2.085405,0.938000023365021,0.061999998986721
1237668650926539340,242.274701916267,-0.574642012333145,16.01327,15.79413,18.02666,17.00146,16.36818,1.658482,0.968999981880188,0.0309999994933605
1237668569858703744,242.3039887392,-0.506553007869634,17.16672,16.9455,20.13826,18.54328,17.566,2.57226,0.17399999499321,0.825999975204468
1237668569858703382,242.317288413562,-0.481865826388925,16.73929,16.50693,21.41533,18.2403,17.23104,4.184298,0.282000005245209,0.691999971866608
1237668569858703829,242.36304075293,-0.493047779066302,16.8131,16.60077,18.69676,17.71228,17.17178,1.524981,0.414000004529953,0.207000002264977
1237668569858703926,242.364747092899,-0.554958866650858,17.1566,16.83005,22.0228,18.45129,17.57562,4.447172,0.800000011920929,0.166999995708466
1237668569858703468,242.390658885276,-0.419713239491936,16.16719,16.06349,19.95624,17.62564,16.65976,3.29648,0.841000020503998,0.14300000667572
1237668569858769244,242.507563419046,-0.533580380157704,17.22365,16.96302,19.94753,18.30162,17.62265,2.324879,0.602999985218048,0.301999986171722
1237668569858769358,242.559551839459,-0.560723395712156,16.34596,16.00714,19.37711,17.78658,16.80655,2.570557,0.0309999994933605,0.906000018119812
1237668651463541389,242.610289007743,-0.471462203778501,17.23997,16.78898,19.58655,19.08694,17.68274,1.903818,0.105999998748302,0.787000000476837
1237668651463541068,242.611654489601,-0.439359233359002,16.07829,15.87927,18.20727,16.95792,16.42443,1.782841,0.758000016212463,0.211999997496605
1237648703529353485,242.763442521625,-0.622461794842665,16.09932,15.78682,19.50206,17.56753,16.56262,2.939436,0.0509999990463257,0.921000003814697
1237648596652720215,242.847767705137,-0.420236682795179,17.39544,28.85335,24.77979,31.45469,17.26419,7.515596,0,0.0430000014603138
1237648703529353821,242.868784096308,-0.628817058134488,16.67201,16.28584,19.68384,18.07357,17.12383,2.560015,0.061999998986721,0.75
1237648673458028867,242.954822857834,-0.44645743725235,15.73757,15.42934,18.60855,17.14576,16.25361,2.354942,0.829999983310699,0.170000001788139
1237648673458028997,243.021007365617,-0.494569887301748,17.15745,16.93459,19.15573,18.01734,17.50513,1.650608,0.206000000238419,0.675999999046326
1237648673458159714,243.297580540429,-0.494186245000682,18.39002,17.60011,22.49195,19.93341,18.56389,3.928061,0,0.721000015735626
1237655549668229524,243.476112874227,-0.615034626442753,16.42519,16.15665,19.13438,17.73286,16.8695,2.264881,0.200000002980232,0.759999990463257
1237655549668229596,243.512074694826,-0.54317233620044,15.61431,15.27784,19.0509,17.05299,16.05349,2.997412,0.10700000077486,0.820999979972839
1237655549668229619,243.522098772526,-0.534343484358526,16.12348,15.87436,18.33365,17.0645,16.45656,1.877083,0.591000020503998,0.317999988794327
1237648673458421817,243.884393926507,-0.458423132056655,16.02917,15.98095,17.05738,16.83379,16.4825,0.5748825,0.0570000000298023,0.71399998664856
1237655549668426413,243.932500779392,-0.566617890893682,16.31466,16.09464,18.68766,17.23079,16.54673,2.140928,0.717000007629395,0.238999992609024
1237655549668491818,244.129165326943,-0.582558031432382,16.0299,15.71557,19.19067,17.44976,16.51053,2.680141,0.129999995231628,0.825999975204468
1237648673458487577,244.138857081011,-0.484508164861192,17.35551,17.21516,19.22659,17.98777,17.50784,1.71875,0.131999999284744,0.395000010728836
1237655549668556823,244.140954285865,-0.588810037382603,15.53024,15.35856,17.13666,16.20317,15.74536,1.391305,0.808000028133392,0.115000002086163
1237648673458553624,244.284910358756,-0.455476626971969,15.39119,15.04666,18.70435,16.84944,15.85231,2.852038,0.0769999995827675,0.922999978065491
1237648673458684342,244.491830991142,-0.470565563957013,17.00882,17.22993,18.27494,17.48261,17.12731,1.147638,0.510999977588654,0.356000006198883
1237648673458684355,244.496790593595,-0.498397857386447,15.29764,15.05952,17.74833,16.4554,15.72232,2.026006,1,0
1237648673458684391,244.511903288665,-0.434542934707335,17.03172,16.73159,20.16561,18.51157,17.48794,2.677668,0.0359999984502792,0.929000020027161
1237648673458815588,244.873940177455,-0.507229659362431,17.17991,16.79421,20.33267,18.88571,17.68271,2.649958,0.028999999165535,0.828999996185303
1237648673458881038,244.921931910631,-0.503263917530288,16.55472,16.21287,19.29937,18.07005,17.04649,2.252874,0.120999999344349,0.861999988555908
1237648673458881081,244.935544825999,-0.479246996224929,16.41799,16.09154,18.28268,17.15563,16.56255,1.720129,0.870000004768372,0.111000001430511
1237648673458881046,244.925582121036,-0.45583640520824,16.62992,16.31355,19.16448,17.84332,17.05652,2.10796,0.187999993562698,0.811999976634979
1237648673458946441,245.102296834421,-0.493661591244584,16.29175,16.08589,18.59778,17.31621,16.6868,1.910975,0.787999987602234,0.181999996304512
1237648673458946556,245.14338090643,-0.461701629995376,17.02193,16.752,19.77735,18.31236,17.44106,2.336285,0.133000001311302,0.767000019550323
1237648673458946577,245.151615782921,-0.505463512029404,16.68783,16.31268,20.07071,18.13491,17.14536,2.925348,0.17399999499321,0.825999975204468
1237655549669015920,245.22172394223,-0.545700714014287,17.06284,16.72902,20.0715,18.40313,17.47522,2.596281,0.0879999995231628,0.824999988079071
1237648673459077169,245.36735255391,-0.45707380877553,15.17636,14.86327,17.83405,16.49739,15.61956,2.214493,0.75,0.25
1237648673459077500,245.376694392899,-0.457007951610686,16.83469,16.84829,18.98855,17.82237,17.25138,1.737173,0.545000016689301,0.308999985456467
1237655549669081631,245.426797161522,-0.572520893650632,16.46152,16.12401,19.75405,17.98242,16.921,2.833054,0.0260000005364418,0.894999980926514
1237655549669081721,245.458133200887,-0.527904406225878,16.57969,16.48409,18.48579,17.21726,16.79728,1.688515,0.666999995708466,0.333000004291534
1237655549669147210,245.584361002765,-0.590425503150868,16.28252,15.97866,19.21259,17.5852,16.75281,2.459785,0.666999995708466,0.333000004291534
1237648673459274300,245.86369078087,-0.430174809235626,15.69292,15.53057,18.98629,17.08927,16.06507,2.921221,0.0149999996647239,0.939999997615814
1237648673459274263,245.84866222147,-0.425124835416014,17.13244,16.79353,19.9853,18.53283,17.55137,2.433929,0.148000001907349,0.703999996185303
1237648673459274344,245.875482237571,-0.438383880932621,16.1295,15.93251,18.87908,17.55868,16.58084,2.298237,0.827000021934509,0.115000002086163
1237648673459274392,245.89513810122,-0.459209559092065,17.20078,16.91835,20.57934,18.65625,17.67978,2.899561,0.0590000003576279,0.824000000953674
1237648673459274497,245.930939928372,-0.437502338623652,17.20386,16.87092,20.02184,18.81338,17.68074,2.341093,0.0480000004172325,0.758000016212463
1237648673459339331,245.978479351271,-0.48345549515451,15.77233,15.44687,19.15211,17.42839,16.29965,2.852451,0.025000000372529,0.794000029563904
1237655549669409166,246.081455066801,-0.57487635213678,16.79721,16.59007,19.36992,17.71297,17.07715,2.29277,0.0939999967813492,0.688000023365021
1237648673459339904,246.018548312855,-0.436498231890623,17.01466,16.58472,20.32233,18.56541,17.42161,2.900724,0.0270000007003546,0.892000019550323
1237648673459339959,246.034378113226,-0.473284059283995,16.34847,15.93207,19.34738,17.88515,16.79949,2.547888,0.5,0.428999990224838
1237648673459405604,246.220078359144,-0.454591733029175,17.03131,16.6939,20.30041,18.55133,17.5271,2.773306,0.266999989748001,0.532999992370605
1237648673459470780,246.252773698433,-0.477513029154118,17.02159,16.75431,19.79213,18.33914,17.48982,2.302315,0.171000003814697,0.768999993801117
1237655549669474966,246.314308362348,-0.540948631891319,17.17828,16.93875,19.73384,18.20772,17.57414,2.159702,0.85699999332428,0.0570000000298023
1237655549669540399,246.446829494315,-0.585377427535592,16.67289,16.75959,20.84755,17.78615,16.9881,3.859451,0.64300000667572,0.321000009775162
1237655549669540630,246.515087400492,-0.590087982862088,16.92967,16.74467,20.15746,18.21522,17.31458,2.842878,0.100000001490116,0.767000019550323
1237655549669605780,246.528506085507,-0.587296855175804,17.13251,16.82293,20.13687,18.46092,17.54218,2.594696,0.194000005722046,0.666999995708466
1237648673459602140,246.657310732884,-0.445762415966755,16.17368,15.93736,20.18817,17.67988,16.57099,3.617182,0.0329999998211861,0.566999971866608
1237648673459667002,246.695625778243,-0.510110723913477,16.64267,17.03784,18.233,17.14765,16.78218,1.450819,0.954999983310699,0
1237648673459667234,246.78208089527,-0.492431556613583,14.76504,14.47534,17.45991,16.04886,15.22518,2.234729,0.666999995708466,0.333000004291534
1237655549669671167,246.806768113411,-0.585081997239441,15.96173,16.63511,19.07421,18.31777,16.96488,2.109327,0.0320000015199184,0.194000005722046
1237655549669671348,246.729316871149,-0.56204789703639,16.87336,16.34807,22.89078,19.256,17.73158,5.159193,0.0480000004172325,0.476000010967255
1237655549669736847,246.837882482121,-0.563337021291942,17.24549,16.91059,19.83826,18.30899,17.64287,2.195389,0.264999985694885,0.617999970912933
1237655549669736973,246.888155724096,-0.536385915653415,16.09515,16.00172,18.65063,17.01959,16.33508,2.315546,0.773999989032745,0.194000005722046
1237648673459798399,246.995902944703,-0.489532913168836,15.21385,15.10726,17.51001,16.17167,15.57459,1.93542,0.967000007629395,0.0329999998211861
1237655560403354055,248.12039049534,-0.478861314100076,15.9325,15.82716,18.23759,17.12091,16.34958,1.888016,0.899999976158142,0.0750000029802322
1237655560403419186,248.218961616255,-0.426210849188107,16.35893,16.24377,18.54064,17.35261,16.68882,1.85182,0.264999985694885,0.71399998664856
1237655560403419381,248.193818483827,-0.455339004813894,16.75646,16.87146,21.43322,18.01219,17.1472,4.286018,0.633000016212463,0.333000004291534
1237655559866614390,248.506292088789,-0.480482438386314,16.85189,16.6034,21.59339,18.41233,17.39126,4.202127,0.647000014781952,0.293999999761581
1237655559866680059,248.700829702778,-0.506217873125003,17.00376,17.15498,21.37508,17.97544,17.2327,4.142378,1,0
1237648673460585255,248.89452046122,-0.452329487143864,15.69648,15.45265,18.23741,16.81107,16.02834,2.20907,0.810000002384186,0.189999997615814
1237655549670654093,248.965086048794,-0.54702367071261,16.78801,16.63556,19.7709,17.93407,17.23677,2.534126,0.629999995231628,0.333000004291534
1237648673460847290,249.491457329508,-0.444784971026914,16.01068,15.53482,19.46291,17.63308,16.52394,2.938967,0.483000010251999,0.465999990701675
1237648673460847568,249.49655124089,-0.498468271539199,16.14791,15.98156,18.97209,17.34525,16.57077,2.401325,0.929000020027161,0.0590000003576279
1237648673460912298,249.628744816503,-0.478048086871586,16.48064,16.13065,20.04122,17.94663,16.93028,3.110937,0.160999998450279,0.773999989032745
1237655558793330808,249.911409779937,-0.451026077656648,16.81156,16.44629,21.20234,18.65176,17.37932,3.823017,0.103000000119209,0.846000015735626
1237648720718463266,236.14554433411,-0.509365973551492,17.08176,16.65847,19.66474,18.31243,17.50161,2.16313,0.666999995708466,0.203999996185303
1237648720718463072,236.18615944001,-0.488840736587824,17.4756,17.55013,19.9818,18.55483,17.88998,2.09182,0.758000016212463,0.0970000028610229
1237648720718463353,236.192332335437,-0.419793403303209,17.05349,16.88107,19.46674,18.11545,17.5052,1.96154,0.479999989271164,0.439999997615814
1237655693557039297,236.205138468579,-0.585132887917424,16.87439,16.4437,20.31234,18.54434,17.38768,2.924656,0.0500000007450581,0.816999971866608
1237648721255334064,236.251037130689,-0.10744317097967,15.2736,14.90854,18.44593,16.62105,15.67493,2.771005,0,0.691999971866608
1237648721255334065,236.254300053207,-0.107823697790065,17.90715,17.58281,21.37363,19.28779,18.34442,3.029213,0.0260000005364418,0.717999994754791
1237648721255334341,236.247630120243,-0.0586418539256441,17.57777,17.2136,26.48637,20.12747,18.17229,8.314089,0.0450000017881393,0.379000008106232
1237648721255399903,236.37988159692,-0.152551304960967,17.31459,16.97065,20.11448,18.64199,17.7161,2.398386,0.119999997317791,0.860000014305115
1237648721255465329,236.46337049214,-0.0558542710823488,17.06524,16.8855,20.25555,18.26236,17.50188,2.753668,0.757000029087067,0.200000002980232
1237648721255465337,236.464054497207,-0.0970729577466337,16.4702,16.16789,19.19783,17.75819,16.92118,2.276655,0.666999995708466,0.333000004291534
1237648721255465435,236.516323354117,-0.0299757867385757,17.48313,17.31132,19.50639,18.39489,17.81602,1.690363,0.75,0.125
